Date,Start,High,Low,Close
106/02/02,9502.25,9521.34,9413.77,9428.97
106/02/03,9450.06,9478.01,9423.93,9455.56
106/02/06,9467.67,9548.68,9467.67,9538.01
106/02/07,9527.42,9555.8,9512.56,9554.56
106/02/08,9540.77,9564.07,9505.79,9543.25
106/02/09,9555.52,9600.09,9540.51,9590.18
106/02/10,9612.67,9688.15,9612.67,9665.59
106/02/13,9690.39,9711.43,9681.1,9710.32
106/02/14,9726.74,9760.01,9698.29,9718.78
106/02/15,9724.13,9813.98,9723.04,9799.76
106/02/16,9826.89,9869.59,9753.16,9771.25
106/02/17,9779.16,9791.59,9754.54,9759.76
106/02/18,9771.21,9791.35,9770.75,9779.92
106/02/20,9795.81,9817.14,9743.36,9753.2
106/02/21,9761.27,9775.49,9721.36,9763.93
106/02/22,9786.25,9820.07,9770.1,9778.78
106/02/23,9774.08,9810.56,9748.94,9769.31
106/02/24,9757.67,9784.39,9740.18,9750.47
106/03/01,9751.12,9758.78,9674.78,9674.78
106/03/02,9727.6,9774.6,9646.34,9691.8
106/03/03,9672.26,9679.82,9633.88,9648.21
106/03/06,9647.0,9688.5,9647.0,9682.63
106/03/07,9690.26,9738.07,9690.2,9738.07
106/03/08,9744.26,9773.49,9712.5,9753.45
106/03/09,9740.05,9743.78,9650.32,9658.61
106/03/10,9653.79,9656.65,9562.75,9627.89
106/03/13,9656.56,9697.34,9656.56,9697.34
106/03/14,9720.53,9767.66,9720.53,9744.21
106/03/15,9741.29,9749.01,9714.58,9740.31
106/03/16,9768.85,9842.17,9768.85,9837.83
106/03/17,9845.59,9908.69,9835.51,9908.69
106/03/20,9905.81,9916.18,9869.35,9912.97
106/03/21,9923.18,9976.61,9918.39,9972.49
106/03/22,9911.96,9922.66,9843.07,9922.66
106/03/23,9921.97,9945.24,9897.45,9930.74
106/03/24,9914.12,9932.68,9892.31,9902.98
106/03/27,9907.6,9917.85,9859.53,9876.77
106/03/28,9909.99,9924.14,9799.28,9876.45
106/03/29,9887.0,9906.76,9831.63,9856.25
106/03/30,9869.28,9878.62,9836.33,9848.15
106/03/31,9846.38,9869.65,9811.52,9811.52
106/04/05,9856.44,9949.48,9856.44,9949.48
106/04/06,9946.66,9946.66,9879.85,9897.8
106/04/07,9892.98,9900.88,9788.52,9873.37
106/04/10,9880.29,9898.64,9859.03,9882.54
106/04/11,9881.53,9896.59,9820.41,9832.42
106/04/12,9831.56,9837.19,9789.59,9817.68
106/04/13,9808.83,9868.45,9800.8,9836.68
106/04/14,9806.15,9808.33,9730.94,9732.93
106/04/17,9740.81,9762.47,9670.11,9716.4
106/04/18,9735.76,9771.07,9727.26,9746.56
106/04/19,9725.39,9725.39,9631.64,9639.94
106/04/20,9639.93,9664.24,9622.25,9632.69
106/04/21,9657.05,9718.82,9657.05,9717.41
106/04/24,9742.91,9772.96,9683.7,9717.95
106/04/25,9737.82,9841.71,9737.82,9841.71
106/04/26,9859.11,9865.88,9827.47,9856.45
106/04/27,9859.45,9863.52,9823.85,9860.62
106/04/28,9868.38,9897.04,9845.84,9872.0
106/05/02,9926.44,9951.14,9925.75,9941.27
106/05/03,9957.62,9979.91,9937.99,9955.33
106/05/04,9962.73,9973.76,9938.96,9967.64
106/05/05,9954.94,9960.99,9899.94,9899.94
106/05/08,9934.13,9964.86,9900.07,9937.25
106/05/09,9967.01,10001.94,9899.08,9915.48
106/05/10,9935.22,9971.98,9932.17,9968.32
106/05/11,9968.51,10018.79,9964.3,10001.48
106/05/12,9981.77,10008.25,9961.37,9986.82
106/05/15,9978.28,10036.82,9978.28,10036.82
106/05/16,10037.58,10058.59,9991.08,10031.49
106/05/17,10019.62,10029.62,9967.97,10013.67
106/05/18,9952.64,9969.45,9895.65,9969.45
106/05/19,9970.4,9979.73,9947.14,9947.62
106/05/22,9965.08,9997.26,9960.94,9997.26
106/05/23,9994.68,10038.2,9992.58,10007.84
106/05/24,10014.15,10059.74,10014.15,10044.42
106/05/25,10059.91,10108.49,10059.2,10108.49
106/05/26,10090.18,10121.88,10072.84,10101.95
106/05/31,10095.95,10116.13,10025.88,10040.72
106/06/01,10064.44,10100.37,10059.93,10087.42
106/06/02,10117.76,10152.53,10117.06,10152.53
106/06/03,10155.56,10164.98,10140.28,10158.15
106/06/05,10164.89,10226.84,10164.89,10226.84
106/06/06,10213.17,10221.64,10190.39,10206.18
106/06/07,10216.14,10242.39,10183.15,10209.99
106/06/08,10215.93,10235.7,10211.0,10225.78
106/06/09,10238.55,10268.37,10198.8,10199.65
106/06/12,10137.04,10158.64,10109.96,10109.96
106/06/13,10109.7,10146.67,10109.7,10128.15
106/06/14,10142.8,10165.31,10033.25,10072.46
106/06/15,10079.14,10089.07,10046.8,10088.35
106/06/16,10078.69,10159.47,10073.12,10156.73
106/06/19,10162.22,10250.6,10162.22,10250.6
106/06/20,10286.79,10354.37,10286.79,10324.46
106/06/21,10310.97,10379.82,10274.75,10349.72
106/06/22,10369.08,10403.36,10368.93,10399.06
106/06/23,10403.56,10422.33,10374.01,10377.7
106/06/26,10341.86,10513.96,10341.86,10513.96
106/06/27,10513.0,10545.7,10489.1,10512.06
106/06/28,10459.17,10459.17,10382.81,10390.55
106/06/29,10442.18,10476.51,10390.9,10421.65
106/06/30,10367.26,10395.07,10329.84,10395.07
106/07/03,10368.99,10412.79,10363.5,10412.79
106/07/04,10397.93,10421.72,10347.78,10347.78
106/07/05,10352.39,10404.79,10304.74,10404.79
106/07/06,10380.66,10381.2,10336.32,10368.2
106/07/07,10343.3,10343.3,10294.69,10297.25
106/07/10,10310.74,10331.11,10283.95,10289.91
106/07/11,10313.08,10415.57,10313.08,10415.57
106/07/12,10396.97,10450.87,10393.54,10420.68
106/07/13,10418.74,10485.28,10418.74,10460.15
106/07/14,10450.92,10466.34,10423.4,10443.91
106/07/17,10467.27,10490.05,10436.31,10457.54
106/07/18,10447.47,10481.26,10429.85,10481.26
106/07/19,10472.81,10537.42,10472.81,10506.1
106/07/20,10513.12,10534.52,10483.54,10499.36
106/07/21,10468.47,10477.72,10428.56,10436.7
106/07/24,10426.13,10461.28,10406.81,10461.28
106/07/25,10455.14,10473.98,10442.85,10463.15
106/07/26,10477.15,10500.11,10416.57,10419.11
106/07/27,10427.83,10516.23,10427.83,10508.37
106/07/28,10480.67,10480.67,10410.53,10423.05
106/07/31,10396.76,10427.33,10366.17,10427.33
106/08/01,10408.53,10470.03,10408.53,10437.29
106/08/02,10479.26,10519.27,10479.26,10519.27
106/08/03,10464.1,10478.62,10427.72,10469.88
106/08/04,10470.96,10510.7,10466.25,10506.56
106/08/07,10521.69,10592.31,10521.69,10579.38
106/08/08,10598.59,10619.42,10533.72,10568.97
106/08/09,10523.51,10536.19,10457.52,10470.38
106/08/10,10470.03,10477.79,10303.47,10329.74
106/08/11,10267.05,10338.06,10238.5,10329.57
106/08/14,10347.66,10365.22,10225.28,10225.28
106/08/15,10271.03,10336.22,10271.03,10311.16
106/08/16,10302.83,10322.38,10245.72,10290.39
106/08/17,10302.54,10372.41,10302.54,10369.37
106/08/18,10324.83,10330.39,10259.83,10321.33
106/08/21,10316.09,10336.37,10282.72,10326.39
106/08/22,10353.37,10410.47,10353.37,10392.07
106/08/23,10418.32,10458.91,10378.01,10406.81
106/08/24,10414.66,10488.96,10410.73,10488.96
106/08/25,10497.86,10519.84,10478.72,10515.51
106/08/28,10502.8,10542.37,10498.88,10525.98
106/08/29,10518.69,10518.69,10463.22,10496.57
106/08/30,10511.59,10574.53,10511.59,10569.4
106/08/31,10586.65,10609.48,10551.95,10585.78
106/09/01,10576.27,10619.52,10568.72,10594.82
106/09/04,10585.44,10610.04,10555.34,10569.87
106/09/05,10584.1,10617.84,10564.26,10617.84
106/09/06,10593.87,10604.92,10519.71,10547.86
106/09/07,10564.79,10604.02,10509.91,10538.51
106/09/08,10553.9,10609.95,10550.72,10609.95
106/09/11,10630.16,10656.25,10565.78,10572.16
106/09/12,10610.33,10646.55,10586.28,10610.35
106/09/13,10596.36,10620.31,10532.88,10532.88
106/09/14,10533.99,10572.71,10508.72,10553.57
106/09/15,10556.82,10580.78,10520.15,10580.41
106/09/18,10590.8,10642.4,10581.81,10631.57
106/09/19,10653.34,10664.18,10561.21,10576.14
106/09/20,10568.58,10589.19,10490.71,10519.17
106/09/21,10506.85,10603.08,10493.95,10578.44
106/09/22,10571.65,10579.02,10446.45,10449.68
106/09/25,10442.05,10447.09,10322.1,10335.89
106/09/26,10333.44,10374.54,10257.02,10257.02
106/09/27,10322.44,10357.23,10315.97,10326.68
106/09/28,10351.42,10365.59,10288.24,10296.45
106/09/29,10319.69,10338.95,10273.6,10329.94
106/09/30,10362.55,10400.4,10362.55,10383.94
106/10/02,10425.1,10472.81,10414.53,10465.16
106/10/03,10462.7,10495.34,10445.86,10469.35
106/10/05,10473.28,10530.93,10473.28,10518.27
106/10/06,10538.21,10557.67,10511.5,10532.81
106/10/11,10576.12,10668.49,10576.12,10641.19
106/10/12,10668.39,10711.44,10668.39,10711.44
106/10/13,10712.48,10724.09,10675.83,10724.09
106/10/16,10735.14,10774.21,10723.37,10774.21
106/10/17,10790.35,10798.52,10723.15,10723.15
106/10/18,10773.85,10790.31,10684.32,10720.28
106/10/19,10745.77,10798.54,10745.77,10760.29
106/10/20,10737.87,10753.77,10702.56,10728.88
106/10/23,10759.47,10792.27,10731.9,10735.21
106/10/24,10749.9,10766.64,10726.25,10743.78
106/10/25,10771.4,10794.55,10740.07,10750.57
106/10/26,10735.35,10756.51,10716.52,10734.76
106/10/27,10757.35,10803.6,10701.08,10709.11
106/10/30,10777.6,10842.25,10743.13,10756.87
106/10/31,10768.9,10829.33,10747.37,10793.8
106/11/01,10816.04,10843.41,10785.32,10806.36
106/11/02,10797.63,10827.67,10788.51,10788.51
106/11/03,10797.91,10835.7,10765.31,10800.77
106/11/06,10856.56,10858.5,10769.19,10786.19
106/11/07,10820.83,10842.61,10807.89,10840.34
106/11/08,10839.44,10844.74,10806.01,10818.99
106/11/09,10802.95,10831.38,10721.87,10743.27
106/11/10,10713.67,10742.61,10659.29,10732.67
106/11/13,10728.22,10749.39,10683.92,10683.92
106/11/14,10716.59,10735.08,10654.58,10687.18
106/11/15,10662.08,10669.59,10600.26,10630.65
106/11/16,10629.16,10666.66,10609.23,10625.04
106/11/17,10673.43,10729.45,10673.43,10701.64
106/11/20,10706.79,10728.39,10656.18,10664.55
106/11/21,10688.22,10787.58,10687.26,10779.24
106/11/22,10815.4,10882.65,10801.1,10822.59
106/11/23,10837.61,10872.29,10809.09,10854.57
106/11/24,10847.79,10873.91,10833.78,10854.09
106/11/27,10836.82,10856.0,10746.74,10750.93
106/11/28,10733.56,10752.58,10692.53,10707.07
106/11/29,10735.24,10762.91,10697.62,10713.55
106/11/30,10623.2,10650.18,10560.44,10560.44
106/12/01,10591.62,10665.92,10495.15,10600.37
106/12/04,10617.27,10665.43,10565.68,10651.11
106/12/05,10607.62,10635.71,10540.74,10566.85
106/12/06,10541.03,10541.03,10376.65,10393.92
106/12/07,10404.42,10418.97,10322.76,10355.76
106/12/08,10406.35,10419.28,10336.26,10398.62
106/12/11,10438.33,10504.67,10438.33,10473.09
106/12/12,10488.73,10495.24,10408.06,10443.28
106/12/13,10447.11,10489.17,10444.7,10470.7
106/12/14,10494.6,10577.53,10494.6,10538.01
106/12/15,10517.21,10520.66,10436.11,10491.44
106/12/18,10478.74,10526.41,10472.39,10506.52
106/12/19,10508.33,10544.0,10452.08,10467.34
106/12/20,10470.36,10514.31,10470.36,10504.52
106/12/21,10526.97,10545.78,10488.97,10488.97
106/12/22,10503.1,10537.27,10486.52,10537.27
106/12/25,10546.64,10556.65,10514.54,10522.49
106/12/26,10526.14,10528.92,10408.12,10421.91
106/12/27,10419.81,10497.77,10419.81,10486.67
106/12/28,10513.29,10592.04,10513.29,10567.64
106/12/29,10590.95,10659.98,10590.95,10642.86
107/01/02,10664.82,10710.73,10650.77,10710.73
107/01/03,10759.61,10813.16,10759.61,10801.57
107/01/04,10834.58,10853.46,10794.25,10848.63
107/01/05,10856.92,10879.8,10815.68,10879.8
107/01/08,10899.09,10918.47,10869.12,10915.75
107/01/09,10922.35,10931.0,10860.77,10914.89
107/01/10,10915.32,10934.75,10819.25,10831.09
107/01/11,10824.54,10844.08,10770.1,10810.06
107/01/12,10818.24,10899.98,10818.24,10883.96
107/01/15,10932.37,10962.55,10911.89,10956.31
107/01/16,10955.81,10986.11,10920.5,10986.11
107/01/17,10976.13,11030.22,10942.95,11004.8
107/01/18,11048.06,11122.82,11048.06,11071.57
107/01/19,11123.58,11150.85,11095.85,11150.85
107/01/22,11169.79,11231.46,11142.38,11231.46
107/01/23,11243.49,11270.18,11201.52,11253.11
107/01/24,11228.71,11228.71,11107.32,11152.16
107/01/25,11154.36,11268.61,11131.85,11165.95
107/01/26,11152.53,11178.3,11089.48,11147.1
107/01/29,11202.27,11246.18,11161.83,11221.81
107/01/30,11189.57,11189.57,11076.78,11076.78
107/01/31,11054.36,11158.29,11007.89,11103.79
107/02/01,11139.4,11212.1,11139.4,11160.25
107/02/02,11151.65,11153.32,11070.43,11126.23
107/02/05,10970.3,10970.3,10855.43,10946.25
107/02/06,10761.01,10761.01,10300.4,10404.0
107/02/07,10547.64,10697.82,10547.64,10551.54
107/02/08,10559.44,10609.5,10512.93,10528.52
107/02/09,10371.01,10392.31,10189.04,10371.75
107/02/12,10429.09,10473.51,10416.01,10421.09
107/02/21,10559.79,10720.48,10559.79,10714.44
107/02/22,10698.47,10698.47,10620.8,10662.38
107/02/23,10688.97,10799.29,10688.97,10794.55
107/02/26,10827.98,10890.69,10827.98,10836.7
107/02/27,10896.16,10937.9,10815.47,10815.47
107/03/01,10779.1,10805.55,10709.69,10785.79
107/03/02,10719.29,10719.29,10638.98,10698.17
107/03/05,10727.45,10756.37,10642.9,10642.9
107/03/06,10711.15,10784.34,10711.15,10784.34
107/03/07,10762.99,10818.05,10745.32,10745.32
107/03/08,10788.43,10852.33,10788.43,10823.24
107/03/09,10847.74,10882.76,10845.38,10864.82
107/03/12,10908.99,11016.56,10908.99,11002.1
107/03/13,11022.15,11095.63,11014.87,11095.63
107/03/14,11063.73,11070.29,11015.47,11038.8
107/03/15,11039.6,11052.11,11008.18,11018.45
107/03/16,11010.24,11054.86,10933.46,11027.7
107/03/19,11004.81,11066.0,10983.25,11046.9
107/03/20,11016.85,11020.78,10981.04,11010.84
107/03/21,11037.35,11072.31,11011.07,11011.07
107/03/22,11045.9,11120.2,10975.33,11005.84
107/03/23,10863.67,10863.67,10758.06,10823.33
107/03/26,10783.57,10840.05,10781.43,10840.05
107/03/27,10901.69,10986.79,10901.69,10986.79
107/03/28,10939.97,10939.97,10853.48,10865.66
107/03/29,10855.66,10889.6,10815.46,10845.92
107/03/30,10905.3,10969.22,10905.3,10906.22
107/03/31,10925.71,10947.16,10905.69,10919.49
107/04/02,10936.26,10969.88,10882.05,10888.27
107/04/03,10837.54,10837.54,10775.45,10821.53
107/04/09,10880.14,10904.75,10829.02,10893.53
107/04/10,10885.64,10975.67,10874.83,10927.18
107/04/11,10961.7,11016.35,10953.31,10974.02
107/04/12,10984.12,11008.2,10920.62,10955.29
107/04/13,10975.58,10988.23,10938.37,10965.39
107/04/16,10962.36,10974.94,10921.17,10954.55
107/04/17,10953.51,10965.2,10799.07,10810.45
107/04/18,10842.88,10917.6,10809.89,10847.89
107/04/19,10891.66,10983.96,10889.71,10971.22
107/04/20,10802.42,10831.56,10770.05,10779.38
107/04/23,10756.89,10774.73,10687.25,10697.13
107/04/24,10680.38,10692.19,10540.15,10579.5
107/04/25,10541.83,10573.73,10489.2,10559.97
107/04/26,10583.08,10618.68,10478.98,10488.58
107/04/27,10546.29,10573.61,10495.67,10553.43
107/04/30,10553.41,10660.61,10539.63,10657.88
107/05/02,10665.52,10683.9,10601.1,10618.81
107/05/03,10578.98,10578.98,10509.03,10514.18
107/05/04,10516.45,10566.37,10500.97,10529.37
107/05/07,10581.78,10632.62,10555.56,10604.91
107/05/08,10610.44,10691.38,10609.04,10691.38
107/05/09,10692.89,10748.6,10689.81,10703.35
107/05/10,10731.68,10782.06,10731.68,10760.21
107/05/11,10808.4,10874.63,10808.4,10858.98
107/05/14,10938.3,10970.24,10908.86,10952.39
107/05/15,10965.08,10978.38,10874.73,10874.73
107/05/16,10873.54,10915.74,10865.07,10897.57
107/05/17,10911.74,10938.63,10833.81,10833.81
107/05/18,10844.09,10893.35,10819.07,10830.84
107/05/21,10861.66,10979.1,10861.66,10966.2
107/05/22,10986.77,11034.12,10938.73,10938.73
107/05/23,10974.52,10991.86,10886.18,10886.18
107/05/24,10910.61,10942.64,10883.52,10936.93
107/05/25,10946.62,10977.81,10918.12,10942.3
107/05/28,10976.49,10999.43,10965.18,10987.77
107/05/29,10979.68,10986.53,10929.56,10964.12
107/05/30,10925.21,10925.21,10799.75,10821.17
107/05/31,10856.03,10909.61,10853.65,10874.96
107/06/01,10882.68,10954.67,10876.97,10949.08
107/06/04,11002.15,11109.5,11002.15,11109.5
107/06/05,11130.03,11131.08,11054.62,11100.11
107/06/06,11111.14,11207.15,11111.14,11201.83
107/06/07,11228.64,11261.68,11188.99,11251.75
107/06/08,11243.59,11243.59,11122.98,11156.42
107/06/11,11168.99,11186.67,11118.81,11149.23
107/06/12,11140.02,11160.05,11088.53,11144.79
107/06/13,11153.2,11188.01,11119.24,11173.21
107/06/14,11143.04,11143.04,11013.98,11013.98
107/06/15,10998.2,11087.47,10981.61,11087.47
107/06/19,11008.77,11008.77,10904.19,10904.19
107/06/20,10904.8,10969.2,10842.56,10927.44
107/06/21,10949.85,10992.31,10941.07,10941.07
107/06/22,10901.25,10914.83,10828.86,10899.28
107/06/25,10834.07,10851.16,10786.46,10786.46
107/06/26,10730.9,10752.99,10651.42,10742.17
107/06/27,10766.88,10800.34,10701.03,10701.03
107/06/28,10669.42,10723.84,10633.01,10654.28
107/06/29,10667.64,10836.91,10667.64,10836.91
107/07/02,10852.17,10886.2,10777.94,10777.94
107/07/03,10802.88,10873.48,10707.68,10715.72
107/07/04,10714.25,10752.05,10680.44,10721.87
107/07/05,10690.91,10709.8,10585.27,10611.81
107/07/06,10645.66,10665.72,10523.58,10608.57
107/07/09,10638.9,10746.74,10638.9,10720.28
107/07/10,10737.62,10776.47,10728.24,10756.89
107/07/11,10693.64,10693.64,10635.03,10676.84
107/07/12,10644.91,10752.57,10643.65,10738.38
107/07/13,10769.7,10864.54,10769.7,10864.54
107/07/16,10867.97,10890.2,10817.45,10817.45
107/07/17,10802.75,10818.84,10758.83,10778.99
107/07/18,10811.43,10872.74,10788.37,10842.46
107/07/19,10868.56,10896.25,10826.14,10835.38
107/07/20,10932.51,10963.95,10893.73,10932.11
107/07/23,10929.46,10984.84,10901.75,10946.89
107/07/24,10937.77,10995.39,10917.61,10995.39
107/07/25,10957.66,10992.29,10956.0,10965.79
107/07/26,10969.35,11018.19,10966.33,11010.61
107/07/27,11023.07,11075.78,11009.16,11075.78
107/07/30,11072.7,11080.41,11001.15,11033.54
107/07/31,10997.73,11057.51,10976.46,11057.51
107/08/01,11062.36,11100.02,11058.28,11098.13
107/08/02,11095.67,11095.67,10919.13,10929.77
107/08/03,10957.3,11012.43,10957.3,11012.43
107/08/06,10997.26,11054.49,10994.97,11024.1
107/08/07,11024.97,11030.09,10983.44,10983.44
107/08/08,11026.07,11095.5,11026.07,11075.25
107/08/09,11063.62,11063.62,11001.96,11028.07
107/08/10,11009.96,11033.89,10972.25,10983.68
107/08/13,10939.68,10939.68,10693.73,10748.92
107/08/14,10797.95,10829.85,10755.53,10824.23
107/08/15,10827.28,10827.28,10688.59,10716.75
107/08/16,10663.57,10725.71,10606.26,10683.9
107/08/17,10702.6,10757.01,10688.55,10690.96
107/08/20,10698.76,10729.9,10663.44,10699.05
107/08/21,10697.01,10792.2,10697.01,10792.2
107/08/22,10790.24,10828.21,10774.69,10804.2
107/08/23,10817.33,10863.13,10802.79,10863.13
107/08/24,10865.91,10865.91,10770.32,10809.35
107/08/27,10847.17,10916.69,10847.17,10902.21
107/08/28,10946.33,11005.55,10946.33,10989.55
107/08/29,11029.12,11099.57,11029.11,11099.57
107/08/30,11153.97,11186.05,11080.07,11093.75
107/08/31,11037.26,11063.94,10987.68,11063.94
107/09/03,11087.86,11097.11,10952.85,10964.22
107/09/04,10981.39,11028.27,10956.49,11021.38
107/09/05,11042.41,11058.06,10989.93,10995.13
107/09/06,11016.92,11016.92,10905.34,10924.3
107/09/07,10922.55,10922.55,10807.56,10846.99
107/09/10,10869.8,10877.72,10689.29,10725.8
107/09/11,10723.0,10765.42,10669.59,10752.3
107/09/12,10762.91,10779.93,10667.25,10722.57
107/09/13,10726.67,10758.84,10701.25,10727.23
107/09/14,10776.53,10882.04,10770.47,10868.14
107/09/17,10881.78,10883.98,10806.73,10828.61
107/09/18,10794.22,10806.56,10750.81,10760.21
107/09/19,10808.5,10882.75,10808.5,10857.27
107/09/20,10886.19,10908.36,10814.54,10831.41
107/09/21,10857.1,10972.41,10835.84,10972.41
107/09/25,10959.56,11003.49,10941.77,10978.85
107/09/26,10974.08,11007.35,10947.29,10974.19
107/09/27,10973.77,11051.09,10961.27,11034.19
107/09/28,11050.09,11073.95,10966.96,11006.34
107/10/01,11014.19,11062.43,11012.95,11051.8
107/10/02,11048.89,11064.34,10906.42,10919.63
107/10/03,10918.74,10926.73,10839.46,10863.94
107/10/04,10826.19,10826.19,10707.76,10718.91
107/10/05,10665.29,10669.63,10446.94,10517.12
107/10/08,10467.85,10507.83,10403.13,10455.93
107/10/09,10464.39,10503.1,10428.97,10466.83
107/10/11,10272.04,10272.04,9797.93,9806.11
107/10/12,9811.58,10046.01,9740.76,10045.81
107/10/15,9989.63,9989.63,9890.47,9901.12
107/10/16,9891.97,10011.19,9888.73,9981.1
107/10/17,10048.43,10127.01,9978.25,9979.14
107/10/18,9975.46,10019.5,9919.79,9953.73
107/10/19,9879.47,9919.26,9762.91,9919.26
107/10/22,9871.3,9984.15,9822.15,9974.28
107/10/23,9912.28,9912.28,9775.2,9775.2
107/10/24,9774.29,9809.19,9667.85,9759.4
107/10/25,9622.95,9622.95,9475.61,9520.79
107/10/26,9570.19,9629.07,9400.69,9489.18
107/10/29,9515.43,9554.35,9459.12,9516.32
107/10/30,9508.81,9574.83,9481.66,9526.11
107/10/31,9588.86,9802.13,9588.86,9802.13
107/11/01,9812.2,9869.59,9742.61,9844.74
107/11/02,9871.4,9906.59,9817.29,9906.59
107/11/05,9856.85,9889.81,9786.25,9889.81
107/11/06,9888.41,9899.97,9782.86,9824.95
107/11/07,9818.15,9912.53,9817.95,9908.35
107/11/08,9958.47,10014.42,9938.55,9945.31
107/11/09,9921.78,9921.78,9798.45,9830.01
107/11/12,9806.8,9875.84,9764.46,9831.21
107/11/13,9727.17,9777.35,9616.16,9775.84
107/11/14,9799.69,9823.25,9763.89,9791.88
107/11/15,9806.58,9844.39,9755.12,9826.46
107/11/16,9819.05,9851.29,9770.87,9797.09
107/11/19,9795.47,9836.02,9779.4,9828.69
107/11/20,9788.95,9800.03,9726.8,9743.99
107/11/21,9698.52,9753.69,9632.47,9741.52
107/11/22,9769.33,9792.99,9702.77,9714.71
107/11/23,9730.64,9738.8,9654.91,9667.3
107/11/26,9679.98,9847.35,9679.98,9765.36
107/11/27,9728.95,9781.4,9688.74,9778.62
107/11/28,9774.03,9890.89,9767.14,9884.31
107/11/29,9959.87,10001.85,9885.36,9885.36
107/11/30,9899.24,9957.63,9888.03,9888.03
107/12/03,9979.21,10148.75,9979.21,10137.87
107/12/04,10120.43,10126.02,10061.7,10083.54
107/12/05,9971.98,9971.98,9895.29,9916.74
107/12/06,9850.08,9850.08,9664.75,9684.72
107/12/07,9719.46,9785.2,9719.46,9760.88
107/12/10,9722.97,9722.97,9626.47,9647.54
107/12/11,9661.72,9720.96,9661.72,9707.04
107/12/12,9741.45,9835.56,9741.45,9816.45
107/12/13,9827.32,9871.96,9815.5,9858.76
107/12/14,9818.95,9818.95,9718.94,9774.16
107/12/17,9762.49,9826.88,9733.98,9787.53
107/12/18,9756.46,9756.67,9701.1,9718.82
107/12/19,9720.92,9783.21,9720.92,9783.21
107/12/20,9729.29,9741.55,9658.5,9674.52
107/12/21,9648.98,9683.95,9585.32,9676.67
107/12/22,9639.24,9652.19,9625.31,9646.16
107/12/24,9646.53,9658.95,9613.29,9639.7
107/12/25,9559.7,9559.7,9479.06,9527.09
107/12/26,9544.87,9591.91,9473.3,9478.99
107/12/27,9555.01,9670.97,9555.01,9641.56
107/12/28,9649.97,9727.41,9630.77,9727.41
